taxon_id;family;subfamily;genus;subgenus;specific_epithet;authority;infraspecific_marker;infraspecific_epithet;infraspecific_authority
Leptotyphlops_merkeri;Leptotyphlopidae;Leptotyphlopinae;Leptotyphlops;;merkeri;(WERNER, 1909);;;
Leptotyphlops_nigricans;Leptotyphlopidae;Leptotyphlopinae;Leptotyphlops;;nigricans;(SCHLEGEL, 1839);;;
Leptotyphlops_nigroterminus;Leptotyphlopidae;Leptotyphlopinae;Leptotyphlops;;nigroterminus;BROADLEY & WALLACH, 2007;;;
Leptotyphlops_pembae;Leptotyphlopidae;Leptotyphlopinae;Leptotyphlops;;pembae;LOVERIDGE, 1941;;;
Leptotyphlops_pitmani;Leptotyphlopidae;Leptotyphlopinae;Leptotyphlops;;pitmani;BROADLEY & WALLACH, 2007;;;
Leptotyphlops_pungwensis;Leptotyphlopidae;Leptotyphlopinae;Leptotyphlops;;pungwensis;BROADLEY & WALLACH, 1997;;;
Leptotyphlops_scutifrons;Leptotyphlopidae;Leptotyphlopinae;Leptotyphlops;;scutifrons;(PETERS, 1854);;;
Leptotyphlops_sylvicolus;Leptotyphlopidae;Leptotyphlopinae;Leptotyphlops;;sylvicolus;BROADLEY & WALLACH, 1997;;;
Leptotyphlops_telloi;Leptotyphlopidae;Leptotyphlopinae;Leptotyphlops;;telloi;BROADLEY & WATSON, 1976;;;
Lerista_aericeps;Scincidae;Sphenomorphinae;Lerista;;aericeps;STORR, 1986;;;
Lerista_alia;Scincidae;Sphenomorphinae;Lerista;;alia;AMEY, COUPER & WORTHINGTON-WILMER, 2019;;;
Lerista_allanae;Scincidae;Sphenomorphinae;Lerista;;allanae;(LONGMAN, 1937);;;
Lerista_allochira;Scincidae;Sphenomorphinae;Lerista;;allochira;KENDRICK, 1989;;;
Lerista_ameles;Scincidae;Sphenomorphinae;Lerista;;ameles;GREER, 1979;;;
Lerista_amicorum;Scincidae;Sphenomorphinae;Lerista;;amicorum;SMITH & ADAMS, 2007;;;
Lerista_anyara;Scincidae;Sphenomorphinae;Lerista;;anyara;AMEY, COUPER & WORTHINGTON-WILMER, 2019;;;
Lerista_apoda;Scincidae;Sphenomorphinae;Lerista;;apoda;STORR, 1976;;;
Lerista_arenicola;Scincidae;Sphenomorphinae;Lerista;;arenicola;STORR, 1971;;;
Lerista_axillaris;Scincidae;Sphenomorphinae;Lerista;;axillaris;STORR, 1991;;;
Lerista_baynesi;Scincidae;Sphenomorphinae;Lerista;;baynesi;STORR, 1971;;;
Lerista_bipes;Scincidae;Sphenomorphinae;Lerista;;bipes;(FISCHER, 1882);;;
Lerista_borealis;Scincidae;Sphenomorphinae;Lerista;;borealis;STORR, 1971;;;
Lerista_bougainvillii;Scincidae;Sphenomorphinae;Lerista;;bougainvillii;(GRAY, 1839);;;
Lerista_bunglebungle;Scincidae;Sphenomorphinae;Lerista;;bunglebungle;STORR, 1991;;;
Lerista_carpentariae;Scincidae;Sphenomorphinae;Lerista;;carpentariae;GREER, 1983;;;
Lerista_chalybura;Scincidae;Sphenomorphinae;Lerista;;chalybura;STORR, 1985;;;
Lerista_chordae;Scincidae;Sphenomorphinae;Lerista;;chordae;AMEY, KUTT & HUTCHINSON, 2005;;;
Lerista_christinae;Scincidae;Sphenomorphinae;Lerista;;christinae;STORR, 1979;;;
Lerista_cinerea;Scincidae;Sphenomorphinae;Lerista;;cinerea;GREER, MCDONALD & LAWRIE, 1983;;;
Lerista_clara;Scincidae;Sphenomorphinae;Lerista;;clara;SMITH & ADAMS, 2007;;;
Lerista_colliveri;Scincidae;Sphenomorphinae;Lerista;;colliveri;COUPER & INGRAM, 1992;;;
Lerista_connivens;Scincidae;Sphenomorphinae;Lerista;;connivens;STORR, 1971;;;
Lerista_desertorum;Scincidae;Sphenomorphinae;Lerista;;desertorum;(STERNFELD, 1919);;;
Lerista_distinguenda;Scincidae;Sphenomorphinae;Lerista;;distinguenda;(WERNER, 1910);;;
Lerista_dorsalis;Scincidae;Sphenomorphinae;Lerista;;dorsalis;STORR, 1985;;;
Lerista_edwardsae;Scincidae;Sphenomorphinae;Lerista;;edwardsae;STORR, 1982;;;
Lerista_elegans;Scincidae;Sphenomorphinae;Lerista;;elegans;(GRAY, 1845);;;
Lerista_elongata;Scincidae;Sphenomorphinae;Lerista;;elongata;STORR, 1990;;;
Lerista_emmotti;Scincidae;Sphenomorphinae;Lerista;;emmotti;INGRAM, COUPER & DONNELLAN, 1993;;;
Lerista_eupoda;Scincidae;Sphenomorphinae;Lerista;;eupoda;SMITH, 1996;;;
Lerista_flammicauda;Scincidae;Sphenomorphinae;Lerista;;flammicauda;STORR, 1985;;;
Lerista_fragilis;Scincidae;Sphenomorphinae;Lerista;;fragilis;(GÜNTHER, 1876);;;
Lerista_frosti;Scincidae;Sphenomorphinae;Lerista;;frosti;(ZIETZ, 1920);;;
Lerista_gascoynensis;Scincidae;Sphenomorphinae;Lerista;;gascoynensis;STORR, 1986;;;
Lerista_gerrardii;Scincidae;Sphenomorphinae;Lerista;;gerrardii;(GRAY, 1864);;;
Lerista_greeri;Scincidae;Sphenomorphinae;Lerista;;greeri;STORR, 1982;;;
Lerista_griffini;Scincidae;Sphenomorphinae;Lerista;;griffini;STORR, 1982;;;
Lerista_haroldi;Scincidae;Sphenomorphinae;Lerista;;haroldi;STORR, 1983;;;
Lerista_hobsoni;Scincidae;Sphenomorphinae;Lerista;;hobsoni;COUPER, AMEY & WORTHINGTON-WILMER, 2016;;;
Lerista_humphriesi;Scincidae;Sphenomorphinae;Lerista;;humphriesi;STORR, 1971;;;
Lerista_ingrami;Scincidae;Sphenomorphinae;Lerista;;ingrami;STORR, 1991;;;
Lerista_ips;Scincidae;Sphenomorphinae;Lerista;;ips;STORR, 1980;;;
Lerista_jacksoni;Scincidae;Sphenomorphinae;Lerista;;jacksoni;SMITH & ADAMS, 2007;;;
Lerista_kalumburu;Scincidae;Sphenomorphinae;Lerista;;kalumburu;STORR, 1976;;;
Lerista_karlschmidti;Scincidae;Sphenomorphinae;Lerista;;karlschmidti;(MARX & HOSMER, 1959);;;
Lerista_kendricki;Scincidae;Sphenomorphinae;Lerista;;kendricki;STORR, 1991;;;
Lerista_kennedyensis;Scincidae;Sphenomorphinae;Lerista;;kennedyensis;KENDRICK, 1989;;;
Lerista_kingi;Scincidae;Sphenomorphinae;Lerista;;kingi;SMITH & ADAMS, 2007;;;
Lerista_labialis;Scincidae;Sphenomorphinae;Lerista;;labialis;STORR, 1971;;;
Lerista_lineata;Scincidae;Sphenomorphinae;Lerista;;lineata;BELL, 1833;;;
Lerista_lineopunctulata;Scincidae;Sphenomorphinae;Lerista;;lineopunctulata;DUMÉRIL & BIBRON, 1839;;;
Lerista_macropisthopus;Scincidae;Sphenomorphinae;Lerista;;macropisthopus;(WERNER, 1903);;;
Lerista_macropisthopus_fusciceps;Scincidae;Sphenomorphinae;Lerista;;macropisthopus;(WERNER, 1903);subsp.;fusciceps;STORR, 1991
Lerista_macropisthopus_galea;Scincidae;Sphenomorphinae;Lerista;;macropisthopus;(WERNER, 1903);subsp.;galea;STORR, 1991
Lerista_macropisthopus_macropisthopus;Scincidae;Sphenomorphinae;Lerista;;macropisthopus;(WERNER, 1903);subsp.;macropisthopus;(WERNER, 1903)
Lerista_macropisthopus_remota;Scincidae;Sphenomorphinae;Lerista;;macropisthopus;(WERNER, 1903);subsp.;remota;STORR, 1991
Lerista_micra;Scincidae;Sphenomorphinae;Lerista;;micra;SMITH & ADAMS, 2007;;;
Lerista_microtis;Scincidae;Sphenomorphinae;Lerista;;microtis;(GRAY, 1845);;;
Lerista_microtis_intermedia;Scincidae;Sphenomorphinae;Lerista;;microtis;(GRAY, 1845);subsp.;intermedia;STORR, 1991
Lerista_microtis_microtis;Scincidae;Sphenomorphinae;Lerista;;microtis;(GRAY, 1845);subsp.;microtis;(GRAY, 1845)
Lerista_microtis_schwaneri;Scincidae;Sphenomorphinae;Lerista;;microtis;(GRAY, 1845);subsp.;schwaneri;STORR, 1991
Lerista_miopus;Scincidae;Sphenomorphinae;Lerista;;miopus;(GÜNTHER, 1867);;;
Lerista_muelleri;Scincidae;Sphenomorphinae;Lerista;;muelleri;(FISCHER, 1881);;;
Lerista_neander;Scincidae;Sphenomorphinae;Lerista;;neander;STORR, 1971;;;
Lerista_nevinae;Scincidae;Sphenomorphinae;Lerista;;nevinae;SMITH & ADAMS, 2007;;;
Lerista_nichollsi;Scincidae;Sphenomorphinae;Lerista;;nichollsi;(LOVERIDGE, 1933);;;
Lerista_occulta;Scincidae;Sphenomorphinae;Lerista;;occulta;SMITH & ADAMS, 2007;;;
Lerista_onsloviana;Scincidae;Sphenomorphinae;Lerista;;onsloviana;STORR, 1984;;;
Lerista_orientalis;Scincidae;Sphenomorphinae;Lerista;;orientalis;(DE VIS, 1889);;;
Lerista_parameles;Scincidae;Sphenomorphinae;Lerista;;parameles;AMEY, COUPER & WORTHINGTON-WILMER, 2019;;;
Lerista_petersoni;Scincidae;Sphenomorphinae;Lerista;;petersoni;STORR, 1976;;;
Lerista_picturata;Scincidae;Sphenomorphinae;Lerista;;picturata;(FRY, 1914);;;
Lerista_planiventralis;Scincidae;Sphenomorphinae;Lerista;;planiventralis;(LUCAS & FROST, 1902);;;
Lerista_planiventralis_decora;Scincidae;Sphenomorphinae;Lerista;;planiventralis;(LUCAS & FROST, 1902);subsp.;decora;STORR, 1978
Lerista_planiventralis_maryani;Scincidae;Sphenomorphinae;Lerista;;planiventralis;(LUCAS & FROST, 1902);subsp.;maryani;STORR, 1991
Lerista_planiventralis_planiventralis;Scincidae;Sphenomorphinae;Lerista;;planiventralis;(LUCAS & FROST, 1902);subsp.;planiventralis;(LUCAS & FROST, 1902)
Lerista_praefrontalis;Scincidae;Sphenomorphinae;Lerista;;praefrontalis;GREER, 1986;;;
Lerista_praepedita;Scincidae;Sphenomorphinae;Lerista;;praepedita;(BOULENGER, 1887);;;
Lerista_punctatovittata;Scincidae;Sphenomorphinae;Lerista;;punctatovittata;(GÜNTHER, 1867);;;
Lerista_puncticauda;Scincidae;Sphenomorphinae;Lerista;;puncticauda;STORR, 1991;;;
Lerista_quadrivincula;Scincidae;Sphenomorphinae;Lerista;;quadrivincula;SHEA, 1991;;;
Lerista_robusta;Scincidae;Sphenomorphinae;Lerista;;robusta;STORR, 1990;;;
Lerista_rochfordensis;Scincidae;Sphenomorphinae;Lerista;;rochfordensis;AMEY & COUPER, 2009;;;
Lerista_rolfei;Scincidae;Sphenomorphinae;Lerista;;rolfei;SMITH & ADAMS, 2007;;;
Lerista_separanda;Scincidae;Sphenomorphinae;Lerista;;separanda;STORR, 1976;;;
Lerista_simillima;Scincidae;Sphenomorphinae;Lerista;;simillima;STORR, 1984;;;
Lerista_speciosa;Scincidae;Sphenomorphinae;Lerista;;speciosa;STORR, 1990;;;
Lerista_stictopleura;Scincidae;Sphenomorphinae;Lerista;;stictopleura;STORR, 1985;;;
Lerista_storri;Scincidae;Sphenomorphinae;Lerista;;storri;GREER, MCDONALD & LAWRIE, 1983;;;
Lerista_stylis;Scincidae;Sphenomorphinae;Lerista;;stylis;(MITCHELL, 1955);;;
Lerista_taeniata;Scincidae;Sphenomorphinae;Lerista;;taeniata;STORR, 1986;;;
Lerista_terdigitata;Scincidae;Sphenomorphinae;Lerista;;terdigitata;(PARKER, 1926);;;
Lerista_timida;Scincidae;Sphenomorphinae;Lerista;;timida;(DE VIS, 1888);;;
Lerista_tridactyla;Scincidae;Sphenomorphinae;Lerista;;tridactyla;STORR, 1990;;;
Lerista_uniduo;Scincidae;Sphenomorphinae;Lerista;;uniduo;STORR, 1984;;;
Lerista_vanderduysi;Scincidae;Sphenomorphinae;Lerista;;vanderduysi;COUPER, AMEY & WORTHINGTON-WILMER, 2016;;;
Lerista_varia;Scincidae;Sphenomorphinae;Lerista;;varia;STORR, 1986;;;
Lerista_verhmens;Scincidae;Sphenomorphinae;Lerista;;verhmens;SMITH & ADAMS, 2007;;;
Lerista_vermicularis;Scincidae;Sphenomorphinae;Lerista;;vermicularis;STORR, 1982;;;
Lerista_viduata;Scincidae;Sphenomorphinae;Lerista;;viduata;STORR, 1991;;;
Lerista_vittata;Scincidae;Sphenomorphinae;Lerista;;vittata;GREER, MCDONALD & LAWRIE, 1983;;;
Lerista_walkeri;Scincidae;Sphenomorphinae;Lerista;;walkeri;(BOULENGER, 1891);;;
Lerista_wilkinsi;Scincidae;Sphenomorphinae;Lerista;;wilkinsi;(PARKER, 1926);;;
Lerista_xanthura;Scincidae;Sphenomorphinae;Lerista;;xanthura;STORR, 1976;;;
Lerista_yuna;Scincidae;Sphenomorphinae;Lerista;;yuna;STORR, 1991;;;
Lerista_zonulata;Scincidae;Sphenomorphinae;Lerista;;zonulata;STORR, 1991;;;
Letheobia_acutirostrata;Typhlopidae;Afrotyphlopinae;Letheobia;;acutirostrata;(ANDERSSON, 1916);;;
Letheobia_akagerae;Typhlopidae;Afrotyphlopinae;Letheobia;;akagerae;DEHLING, HINKEL, ENSIKAT, BABILON & FISCHER, 2018;;;
Letheobia_angeli;Typhlopidae;Afrotyphlopinae;Letheobia;;angeli;(GUIBÉ, 1952);;;
Letheobia_caeca;Typhlopidae;Afrotyphlopinae;Letheobia;;caeca;(DUMÉRIL, 1856);;;
Letheobia_coecatus;Typhlopidae;Afrotyphlopinae;Letheobia;;coecatus;(JAN, 1864);;;
Letheobia_crossii;Typhlopidae;Afrotyphlopinae;Letheobia;;crossii;(BOULENGER, 1893);;;
Letheobia_debilis;Typhlopidae;Afrotyphlopinae;Letheobia;;debilis;(JOGER, 1990);;;
Letheobia_decorosus;Typhlopidae;Afrotyphlopinae;Letheobia;;decorosus;(BUCHHOLZ & PETERS, 1875);;;
Letheobia_episcopus;Typhlopidae;Afrotyphlopinae;Letheobia;;episcopus;(FRANZEN & WALLACH, 2002);;;
Letheobia_erythraea;Typhlopidae;Afrotyphlopinae;Letheobia;;erythraea;(SCORTECCI, 1929);;;
Letheobia_feae;Typhlopidae;Afrotyphlopinae;Letheobia;;feae;(BOULENGER, 1906);;;
Letheobia_gracilis;Typhlopidae;Afrotyphlopinae;Letheobia;;gracilis;(STERNFELD, 1910);;;
Letheobia_graueri;Typhlopidae;Afrotyphlopinae;Letheobia;;graueri;(STERNFELD, 1912);;;
Letheobia_jubana;Typhlopidae;Afrotyphlopinae;Letheobia;;jubana;BROADLEY & WALLACH, 2007;;;
Letheobia_kibarae;Typhlopidae;Afrotyphlopinae;Letheobia;;kibarae;(DE WITTE, 1953);;;
Letheobia_largeni;Typhlopidae;Afrotyphlopinae;Letheobia;;largeni;BROADLEY & WALLACH, 2007;;;
Letheobia_leucosticta;Typhlopidae;Afrotyphlopinae;Letheobia;;leucosticta;(BOULENGER, 1898);;;
Letheobia_lumbriciformis;Typhlopidae;Afrotyphlopinae;Letheobia;;lumbriciformis;(PETERS, 1874);;;
Letheobia_manni;Typhlopidae;Afrotyphlopinae;Letheobia;;manni;(LOVERIDGE, 1941);;;
Letheobia_mbeerensis;Typhlopidae;Afrotyphlopinae;Letheobia;;mbeerensis;MALONZA, BAUER & NGWAVA, 2016;;;
Letheobia_newtoni;Typhlopidae;Afrotyphlopinae;Letheobia;;newtoni;(BOCAGE, 1890);;;
Letheobia_pallida;Typhlopidae;Afrotyphlopinae;Letheobia;;pallida;COPE, 1868;;;
Letheobia_pauwelsi;Typhlopidae;Afrotyphlopinae;Letheobia;;pauwelsi;WALLACH, 2005;;;
Letheobia_pembana;Typhlopidae;Afrotyphlopinae;Letheobia;;pembana;BROADLEY & WALLACH, 2007;;;
Letheobia_praeocularis;Typhlopidae;Afrotyphlopinae;Letheobia;;praeocularis;(STEJNEGER, 1894);;;
Letheobia_rufescens;Typhlopidae;Afrotyphlopinae;Letheobia;;rufescens;(CHABANAUD, 1916);;;
Letheobia_simoni;Typhlopidae;Afrotyphlopinae;Letheobia;;simoni;(BOETTGER, 1879);;;
Letheobia_somalica;Typhlopidae;Afrotyphlopinae;Letheobia;;somalica;(BOULENGER, 1895);;;
Letheobia_stejnegeri;Typhlopidae;Afrotyphlopinae;Letheobia;;stejnegeri;(LOVERIDGE, 1931);;;
Letheobia_sudanensis;Typhlopidae;Afrotyphlopinae;Letheobia;;sudanensis;(SCHMIDT, 1923);;;
Letheobia_swahilica;Typhlopidae;Afrotyphlopinae;Letheobia;;swahilica;(BROADLEY & WALLACH, 2007);;;
Letheobia_toritensis;Typhlopidae;Afrotyphlopinae;Letheobia;;toritensis;BROADLEY & WALLACH, 2007;;;
Letheobia_uluguruensis;Typhlopidae;Afrotyphlopinae;Letheobia;;uluguruensis;(BARBOUR & LOVERIDGE, 1928);;;
Letheobia_weidholzi;Typhlopidae;Afrotyphlopinae;Letheobia;;weidholzi;(WALLACH & GEMEL, 2018);;;
Letheobia_wittei;Typhlopidae;Afrotyphlopinae;Letheobia;;wittei;(ROUX-ESTÈVE, 1974);;;
Letheobia_zenkeri;Typhlopidae;Afrotyphlopinae;Letheobia;;zenkeri;(STERNFELD, 1908);;;
Leucocephalon_yuwonoi;Geoemydidae;Geoemydinae;Leucocephalon;;yuwonoi;(MCCORD, IVERSON & BOEADI, 1995);;;
Levitonius_mirus;Cyclocoridae;;Levitonius;;mirus;WEINELL, PALUH, SILER & BROWN, 2020;;;
Lialis_burtonis;Pygopodidae;;Lialis;;burtonis;GRAY, 1835;;;
Lialis_jicari;Pygopodidae;;Lialis;;jicari;BOULENGER, 1903;;;
Liasis_fuscus;Pythonidae;;Liasis;;fuscus;PETERS, 1873;;;
Liasis_mackloti;Pythonidae;;Liasis;;mackloti;DUMÉRIL & BIBRON, 1844;;;
Liasis_mackloti_dunni;Pythonidae;;Liasis;;mackloti;DUMÉRIL & BIBRON, 1844;subsp.;dunni;STULL, 1932
Liasis_mackloti_mackloti;Pythonidae;;Liasis;;mackloti;DUMÉRIL & BIBRON, 1844;subsp.;mackloti;DUMÉRIL & BIBRON, 1844
Liasis_mackloti_savuensis;Pythonidae;;Liasis;;mackloti;DUMÉRIL & BIBRON, 1844;subsp.;savuensis;BRONGERSMA, 1956
Liasis_olivaceus;Pythonidae;;Liasis;;olivaceus;GRAY, 1842;;;
Liasis_olivaceus_barroni;Pythonidae;;Liasis;;olivaceus;GRAY, 1842;subsp.;barroni;SMITH, 1981
Liasis_olivaceus_olivaceus;Pythonidae;;Liasis;;olivaceus;GRAY, 1842;subsp.;olivaceus;GRAY, 1842
Liburnascincus_artemis;Scincidae;Eugongylinae;Liburnascincus;;artemis;HOSKIN & COUPER, 2015;;;
Liburnascincus_coensis;Scincidae;Eugongylinae;Liburnascincus;;coensis;(MITCHELL, 1953);;;
Liburnascincus_mundivensis;Scincidae;Eugongylinae;Liburnascincus;;mundivensis;(BROOM, 1898);;;
Liburnascincus_scirtetis;Scincidae;Eugongylinae;Liburnascincus;;scirtetis;(INGRAM & COVACEVICH, 1980);;;
Lichanura_orcutti;Boidae;Charininae;Lichanura;;orcutti;STEJNEGER, 1889;;;
Lichanura_trivirgata;Boidae;Charininae;Lichanura;;trivirgata;COPE, 1861;;;
Limaformosa_capensis;Lamprophiidae;;Limaformosa;;capensis;(SMITH, 1847);;;
Limaformosa_chanleri;Lamprophiidae;;Limaformosa;;chanleri;(STEJNEGER, 1893);;;
Limaformosa_crossi;Lamprophiidae;;Limaformosa;;crossi;(BOULENGER, 1895);;;
Limaformosa_guirali;Lamprophiidae;;Limaformosa;;guirali;(MOCQUARD, 1887);;;
Limaformosa_savorgnani;Lamprophiidae;;Limaformosa;;savorgnani;(MOCQUARD, 1887);;;
Limaformosa_vernayi;Lamprophiidae;;Limaformosa;;vernayi;(BOGERT, 1940);;;
Limnophis_bangweolicus;Colubridae;Natricinae;Limnophis;;bangweolicus;(MERTENS, 1936);;;
Limnophis_bicolor;Colubridae;Natricinae;Limnophis;;bicolor;GÜNTHER, 1865;;;
Limnophis_branchi;Colubridae;Natricinae;Limnophis;;branchi;CONRADIE, DEEPAK, KEATES & GOWER, 2020;;;
Liodytes_alleni;Colubridae;Natricinae;Liodytes;;alleni;(GARMAN, 1874);;;
Liodytes_pygaea;Colubridae;Natricinae;Liodytes;;pygaea;(COPE, 1871);;;
Liodytes_pygaea_cyclas;Colubridae;Natricinae;Liodytes;;pygaea;(COPE, 1871);subsp.;cyclas;DOWLING, 1950
Liodytes_pygaea_paludis;Colubridae;Natricinae;Liodytes;;pygaea;(COPE, 1871);subsp.;paludis;DOWLING, 1950
Liodytes_pygaea_pygaea;Colubridae;Natricinae;Liodytes;;pygaea;(COPE, 1871);subsp.;pygaea;(COPE, 1871)
Liodytes_rigida;Colubridae;Natricinae;Liodytes;;rigida;(SAY, 1825);;;
Liodytes_rigida_deltae;Colubridae;Natricinae;Liodytes;;rigida;(SAY, 1825);subsp.;deltae;(HUHEEY, 1959)
Liodytes_rigida_rigida;Colubridae;Natricinae;Liodytes;;rigida;(SAY, 1825);subsp.;rigida;(SAY, 1825)
Liodytes_rigida_sinicola;Colubridae;Natricinae;Liodytes;;rigida;(SAY, 1825);subsp.;sinicola;(HUHEEY, 1959)
Lioheterophis_iheringi;Colubridae;Dipsadinae;Lioheterophis;;iheringi;AMARAL, 1935;;;
Liolaemus_abaucan;Liolaemidae;;Liolaemus;;abaucan;ETHERIDGE, 1993;;;
Liolaemus_abdalai;Liolaemidae;;Liolaemus;;abdalai;QUINTEROS, 2012;;;
Liolaemus_absconditus;Liolaemidae;;Liolaemus;;absconditus;VEGA, QUINTEROS, STELLATELLI, BELLAGAMBA, BLOCK & MADRID, 2018;;;
Liolaemus_acostai;Liolaemidae;;Liolaemus;;acostai;ABDALA & JUÁREZ-HEREDIA, 2013;;;
Liolaemus_albiceps;Liolaemidae;;Liolaemus;;albiceps;LOBO & LAURENT, 1995;;;
Liolaemus_alticolor;Liolaemidae;;Liolaemus;;alticolor;BARBOUR, 1909;;;
Liolaemus_andinus;Liolaemidae;;Liolaemus;;andinus;KOSLOWSKY, 1895;;;
Liolaemus_annectens;Liolaemidae;;Liolaemus;;annectens;BOULENGER, 1901;;;
Liolaemus_anomalus;Liolaemidae;;Liolaemus;;anomalus;KOSLOWSKY, 1896;;;
Liolaemus_anqapuka;Liolaemidae;;Liolaemus;;anqapuka;HUAMANI-VALDERRAMA, QUIRÓZ, GUTIÉRREZ, AGUILAR-KIRIGIN, CHAPARRO & ABDALA, 2020;;;
Liolaemus_antonietae;Liolaemidae;;Liolaemus;;antonietae;TRONCOSO-PALACIOS, ESQUERRÉ, URRA, DÍAZ, CASTRO-PASTENE & RUIZ, 2018;;;
Liolaemus_antumalguen;Liolaemidae;;Liolaemus;;antumalguen;AVILA, MORANDO, PEREZ & SITES, 2010;;;
Liolaemus_aparicioi;Liolaemidae;;Liolaemus;;aparicioi;OCAMPO, AGUILAR-KIRIGIN & QUINTEROS, 2012;;;
Liolaemus_arambarensis;Liolaemidae;;Liolaemus;;arambarensis;VERRASTRO, VERONESE, BUJES & MARTINS DIAS FILHO, 2003;;;
Liolaemus_araucaniensis;Liolaemidae;;Liolaemus;;araucaniensis;MÜLLER & HELLMICH, 1932;;;
Liolaemus_archeforus;Liolaemidae;;Liolaemus;;archeforus;DONOSO-BARROS & CEI, 1971;;;
Liolaemus_atacamensis;Liolaemidae;;Liolaemus;;atacamensis;MÜLLER & HELLMICH, 1933;;;
Liolaemus_audituvelatus;Liolaemidae;;Liolaemus;;audituvelatus;(NÚÑEZ & YÁÑEZ, 1983);;;
Liolaemus_aureum;Liolaemidae;;Liolaemus;;aureum;DIAZ-VEGA, MALDONADO & DEMANGEL, 2018;;;
Liolaemus_austromendocinus;Liolaemidae;;Liolaemus;;austromendocinus;CEI, 1974;;;
Liolaemus_avilai;Liolaemidae;;Liolaemus;;avilai;BREITMAN, PARRA, PÉREZ & SITES, 2011;;;
Liolaemus_azarai;Liolaemidae;;Liolaemus;;azarai;AVILA, 2003;;;
Liolaemus_baguali;Liolaemidae;;Liolaemus;;baguali;CEI & SCOLARO, 1983;;;
Liolaemus_balagueri;Liolaemidae;;Liolaemus;;balagueri;VILLEGAS-PAREDES, HUAMANÍ-VALDERRAMA, LUQUE-FERNÁNDEZ, GUTIÉRREZ, QUIRÓZ & ABDALA, 2020;;;
Liolaemus_balerion;Liolaemidae;;Liolaemus;;balerion;QUINTEROS, RUIZ-MONACHESI & ABDALA, 2019;;;
Liolaemus_basadrei;Liolaemidae;;Liolaemus;;basadrei;VALLADARES-FAÚNDEZ, LEÓN,  CHIPANA, NAVARRO GUZMÁN, IGNACIO-APAZA, MUSAJA, LANGSTROTH, AGUILAR-KIRIGIN, GUTIERREZ & ABDALA, 2021;;;
Liolaemus_bellii;Liolaemidae;;Liolaemus;;bellii;GRAY, 1845;;;
Liolaemus_bibronii;Liolaemidae;;Liolaemus;;bibronii;(BELL, 1843);;;
Liolaemus_bitaeniatus;Liolaemidae;;Liolaemus;;bitaeniatus;LAURENT, 1984;;;
Liolaemus_boulengeri;Liolaemidae;;Liolaemus;;boulengeri;KOSLOWSKY, 1898;;;
Liolaemus_brizuelai;Liolaemidae;;Liolaemus;;brizuelai;FERNÁNDEZ, ABDALA, RUIZ-MONACHESI, SEMHAN & QUINTEROS, 2021;;;
Liolaemus_buergeri;Liolaemidae;;Liolaemus;;buergeri;WERNER, 1907;;;
Liolaemus_burmeisteri;Liolaemidae;;Liolaemus;;burmeisteri;AVILA, PEREZ, MEDINA, SITES & MORANDO, 2012;;;
Liolaemus_calchaqui;Liolaemidae;;Liolaemus;;calchaqui;LOBO & KRETZSCHMAR, 1996;;;
Liolaemus_calliston;Liolaemidae;;Liolaemus;;calliston;AVILA, FULVIO-PEREZ, MINOLI, MEDINA, SITES & MORANDO, 2017;;;
Liolaemus_canqueli;Liolaemidae;;Liolaemus;;canqueli;CEI, 1975;;;
Liolaemus_caparensis;Liolaemidae;;Liolaemus;;caparensis;BREITMAN, PÉREZ, PARRA, MORANDO, SITES & AVILA, 2011;;;
Liolaemus_capillitas;Liolaemidae;;Liolaemus;;capillitas;HULSE, 1979;;;
Liolaemus_carlosgarini;Liolaemidae;;Liolaemus;;carlosgarini;ESQUERRÉ, NÚÑEZ & SCOLARO, 2013;;;
Liolaemus_casamiquelai;Liolaemidae;;Liolaemus;;casamiquelai;AVILA, PEREZ, MORANDO & SITES, 2010;;;
Liolaemus_cazianiae;Liolaemidae;;Liolaemus;;cazianiae;LOBO, SLODKI & VALDECANTOS, 2010;;;
Liolaemus_chacabucoense;Liolaemidae;;Liolaemus;;chacabucoense;NUÑEZ & SCOLARO, 2009;;;
Liolaemus_chacoensis;Liolaemidae;;Liolaemus;;chacoensis;SHREVE, 1948;;;
Liolaemus_chaltin;Liolaemidae;;Liolaemus;;chaltin;LOBO & ESPINOZA, 2004;;;
Liolaemus_chavin;Liolaemidae;;Liolaemus;;chavin;AGUILAR, WOOD, CUSI, GUZMÁN, HUARI, LUNDBERG, MORTENSEN, RAMÍREZ, ROBLES, SUÁREZ, TICONA, VARGAS, VENEGAS & SITES, 2013;;;
Liolaemus_chehuachekenk;Liolaemidae;;Liolaemus;;chehuachekenk;AVILA, MORANDO & SITES, 2008;;;
Liolaemus_chiliensis;Liolaemidae;;Liolaemus;;chiliensis;(LESSON, 1830);;;
Liolaemus_chillanensis;Liolaemidae;;Liolaemus;;chillanensis;MÜLLER & HELLMICH, 1932;;;
Liolaemus_chiribaya;Liolaemidae;;Liolaemus;;chiribaya;AGUILAR-PUNTRIANO, RAMÍREZ, CASTILLO, MENDOZA, VARGAS & SITES JR, 2019;;;
Liolaemus_chlorostictus;Liolaemidae;;Liolaemus;;chlorostictus;LAURENT, 1993;;;
